anchor,positive,negative
core/_MkoqPQ2R9A.mp4,core/Ql15rKfPtgE.mp4,distraction/0083/SihR09vncH0.mp4
core/Ql15rKfPtgE.mp4,core/Gv5bD4PliGs.mp4,distraction/0168/wMG0xOFAduU.mp4
core/Ql15rKfPtgE.mp4,core/Gv5bD4PliGs.mp4,distraction/0173/yA-jYiS58uA.mp4
core/Ql15rKfPtgE.mp4,core/Gv5bD4PliGs.mp4,distraction/0064/Lrv8HRlA-NQ.mp4
core/Ql15rKfPtgE.mp4,core/Gv5bD4PliGs.mp4,distraction/0161/tmbf96P5o6c.mp4
core/Ql15rKfPtgE.mp4,core/Gv5bD4PliGs.mp4,distraction/0150/ptk3WmhX8es.mp4
core/Gv5bD4PliGs.mp4,core/Ql15rKfPtgE.mp4,distraction/0128/hrjOz3QtjKQ.mp4
core/Gv5bD4PliGs.mp4,core/Ql15rKfPtgE.mp4,distraction/0053/HqDg1TjbW7s.mp4
core/Gv5bD4PliGs.mp4,core/Ql15rKfPtgE.mp4,distraction/0097/XgWk3DuEDdM.mp4
core/Gv5bD4PliGs.mp4,core/Ql15rKfPtgE.mp4,distraction/0063/LMcMUL1ZxeU.mp4
core/Gv5bD4PliGs.mp4,core/Ql15rKfPtgE.mp4,distraction/0053/HzdquiB6yjs.mp4
core/bPXEi-LX5m8.mp4,core/5MBA_7vDhII.mp4,distraction/0123/fqpQe2TdsBI.mp4
core/bPXEi-LX5m8.mp4,core/5MBA_7vDhII.mp4,distraction/0021/6Ubzk2j5Jek.mp4
core/bPXEi-LX5m8.mp4,core/5MBA_7vDhII.mp4,distraction/0044/EnjzIvpV8Bw.mp4
core/bPXEi-LX5m8.mp4,core/5MBA_7vDhII.mp4,distraction/0103/ZhKGrVV2aWg.mp4
core/bPXEi-LX5m8.mp4,core/5MBA_7vDhII.mp4,distraction/0073/Ot99PuNIoxs.mp4

